,smiles,pref_name,id_24,id_25,id_26,id_27,scomp_id
0,COC(=O)[C@@H](N)CO,,188,188,188,188,0
1,CCc1cc2c(Sc3nnc(N)s3)ncnc2s1,,236,236,236,236,1
2,CCc1cc2c(O)ncnc2s1,,238,238,238,238,2
3,CCc1cc2c(Cl)ncnc2s1,,265,265,265,265,3
4,CCc1cc2c(Sc3nnc(C)s3)ncnc2s1,,266,266,266,266,4
5,CCc1cc2c(Nc3nnc(C)s3)ncnc2s1,,267,267,267,267,5
6,Cc1ccc(Sc2cncc3sc(CO)cc23)cc1,,279,279,279,279,6
7,NC(=O)c1cc2c(Sc3ccccc3)cncc2s1,,284,284,284,284,7
8,NC(=O)c1cc2c(Cl)cncc2s1,,289,289,289,289,8
9,COC(=O)c1cc2c(Sc3ccc(C)cc3)cncc2s1,,294,294,294,294,9
10,CC(=O)c1cc2c(Sc3ccc(C)cc3)cncc2s1,,297,297,297,297,10
11,Cc1ccc(Sc2cncc3sc(C=O)cc23)cc1,,298,298,298,298,11
12,CCc1cc2c(Sc3ccc(C)cc3)cncc2s1,,301,301,301,301,12
13,CONC(=O)c1cc2c(Sc3ccc(C)cc3)cncc2s1,,302,302,302,302,13
14,CON(C)C(=O)c1cc2c(Sc3ccc(C)cc3)cncc2s1,,303,303,303,303,14
15,NC(=O)c1cc2c(Sc3ccccn3)cncc2s1,,304,304,304,304,15
16,NC(=O)c1cc2c(Sc3ccc(Br)cc3)cncc2s1,,307,307,307,307,16
17,NC(=O)c1cc2c(Sc3ccc(Cl)cc3)cncc2s1,,309,309,309,309,17
18,Cc1ccc(Sc2cncc3sccc23)cc1,,327,327,327,327,18
19,CCc1cc2c(NCc3ccccc3)ncnc2s1,,406,406,406,406,19
20,CCc1cc2c(Sc3ccccn3)ncnc2s1,,407,407,407,407,20
21,CSc1ccc(CC(C)N)cc1,4-METHYLTHIOAMPHETAMINE,423,423,423,423,21
22,COc1cc(CC(C)N)c(OC)cc1I,,436,436,436,436,22
23,NCCc1c[nH]c2ccccc12,TRYPTAMINE,442,442,442,442,23
24,CCc1cc2c(Sc3ccc(C)cc3)ncnc2s1,,444,444,444,444,24
25,CCc1cc2c(SCc3ccccc3)ncnc2s1,,445,445,445,445,25
26,CC(N)Cc1ccccc1,AMPHETAMINE,543,543,543,543,26
27,CCCN(CCC)[C@H]1CCc2c(O)cccc2C1,,687,687,687,687,27
28,Cc1cc(O)nc2cc(N)ccc12,,689,689,689,689,28
29,Cc1cc(O)nc2cc(O)ccc12,,690,690,690,690,29
30,COCCc1ccc(OCC(O)CNC(C)C)cc1,METOPROLOL,789,789,789,789,30
31,COc1ccc(OC)c(C[C@@H](C)N)c1,,840,840,840,840,31
32,NS(=O)(=O)c1ccc(CCO)cc1,,942,942,942,942,32
33,NS(=O)(=O)c1ccc(CO)cc1,,951,951,951,951,33
34,CN(N=O)c1cc(O)ccc1O,DEPHOSTATIN,963,963,963,963,34
35,COC(=O)C1=CCCN(C)C1,ARECOLINE,1022,1022,522563,522563,35
36,COc1cc(CC(C)N)c(OC)cc1Br,BROLAMFETAMINE,1090,1090,1090,1090,36
37,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,TRIMETHOPRIM,1216,1216,854495,854495,37
38,CC(=O)Oc1ccccc1C(=O)O,ASPIRIN,1280,1280,1280,1280,38
39,Nc1nc(N)c2cc(Sc3ccc4ccccc4c3)ccc2n1,,1312,1312,831053,831053,39
40,Cc1cccc2nc(N)nc(N)c12,,1321,1321,1321,1321,40
41,CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1,BETAXOLOL,1354,1354,1354,1354,41
42,CN1CCCN=C1S,,1358,1358,1358,1358,42
43,CC(C)NCC(O)COc1cccc2ccccc12,PROPRANOLOL,1370,1370,1370,1370,43
44,NC(=O)c1ccccc1,BENZAMIDE,1371,1371,1371,1371,44
45,CN(CCCl)CCCl,MECHLORETHAMINE,1470,1470,1470,1470,45
46,Nc1nc(N)c2c(CCc3ccc4ccccc4c3)cccc2n1,,1485,1485,1485,1485,46
47,CC1(COc2ccc(CC3SC(=O)NC3=O)cc2)CCCCC1,CIGLITAZONE,1529,1529,1529,1529,47
48,Nc1nc(O)c2ncn(CCCCCCCP(=O)(O)CP(=O)(O)O)c2n1,,1579,1579,1579,1579,48
49,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O,BENZYLPENICILLIN,1615,1615,1615,1615,49
50,Nc1nc(O)c2ncn(CCCCCCP(=O)(O)CP(=O)(O)O)c2n1,,1659,1659,1659,1659,50
51,Nc1nc(O)c2ncn(CCCCCP(=O)(O)CP(=O)(O)O)c2n1,,1693,1693,1693,1693,51
52,Nc1nc(O)c2ncn(CCCCP(=O)(O)CP(=O)(O)O)c2n1,,1694,1694,1694,1694,52
53,COc1ccc2c(c1)c(CCN(C)C)cn2C(C)C,,1807,1807,1807,1807,53
54,COc1ccc2c(c1)c(CCN(C)C)cn2C,,1847,1847,1847,1847,54
55,C[S+]([O-])c1nc(O)c2c(Br)[nH]nc2n1,,1850,1850,1850,1850,55
56,COc1ccc(OC)c(Cc2cnc3nc(N)nc(N)c3c2C)c1,PIRITREXIM,1915,1915,1915,1915,56
57,CSCC[C@H](NC=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1ccccc1)C(=O)O,N-FORMYLMETHIONYL-LEUCYLPHENYLALANINE,1924,1924,1924,1924,57
58,COc1ccc2[nH]c(C)c(CCN(C)C)c2c1,,1925,1925,1925,1925,58
59,COc1ccc(CC2CCc3nc(N)nc(N)c3C2)cc1OC,,1965,1965,1965,1965,59
60,COc1cc(CC2CCc3nc(N)nc(N)c3C2)cc(OC)c1OC,,1973,1973,1973,1973,60
61,CCc1[nH]c2ccc(OC)cc2c1CCN(C)C,,1986,1986,1986,1986,61
62,CCCC(CCC)C(=O)[O-],VALPROATE SODIUM,1991,1991,1991,1377883,62
63,CC(C)NCC(O)c1ccc(O)c(O)c1,ISOPROTERENOL,1994,1994,1994,1994,63
64,Cc1[nH]c2ccc(O)cc2c1CCN,,2010,2010,2010,2010,64
65,COc1ccc2[nH]c(C)c(CCN)c2c1,,2023,2023,2023,2023,65
66,NC(=O)c1[nH]nc2nc(S)nc(O)c12,,2042,2042,2042,2042,66
67,COc1ccc(OC)c(CC2CCc3nc(N)nc(N)c3C2)c1,,2093,2093,2093,2093,67
68,Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1,SULFAMERAZINE,2130,2130,2130,2130,68
69,CCCC(C)C1(CC)C(=O)NC(=S)NC1=O,THIOPENTAL,2166,2166,2166,2166,69
70,CC(C)(C)C1CCc2nc(N)nc(N)c2C1,,2187,2187,2187,2187,70
71,OC[C@H](O)[C@H]1CC[C@H](CO)O1,WHI-259,2204,2204,2204,2204,71
72,C[C@@H](O)[C@H]1CC[C@H](CO)O1,WHI-260,2205,2205,2205,2205,72
73,COc1ccc2[nH]cc(CCN)c2c1,5-METHOXYTRYPTAMINE,2207,2207,2207,2207,73
74,NCCc1c[nH]c2ccc(O)cc12,SEROTONIN,2214,2214,549378,549378,74
75,CCCCCCCCCCCC[C@@H](O)[C@H]1CC[C@H](CO)O1,WHI-261,2226,2226,2226,2226,75
76,CCCc1[nH]c2ccc(OC)cc2c1CCN(C)C,,2231,2231,2231,2231,76
77,COc1ccc2[nH]cc(CCN(C)C)c2c1,5-MEO-DMT,2232,2232,2232,2232,77
78,CN1CCN(Cc2cnn3ccccc23)CC1,,2238,2238,2238,2238,78
79,Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1,SULFAMETHAZINE,2265,2265,2265,2265,79
80,CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,PENTOBARBITAL,2327,2327,2327,2327,80
81,CN1C(=O)NC(=O)C(C)(C2=CCCCC2)C1=O,HEXOBARBITAL,2367,2367,2367,2367,81
82,NC(CCC(=O)Nc1ccc(O)cc1)C(=O)O,,2413,2413,2413,2413,82
83,Oc1cnnc2nc3ccccc3n12,,2443,2443,2443,2443,83
84,Cc1nnc2nc3ccccc3n2c1O,,2444,2444,2444,2444,84
85,Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C,SULFISOXAZOLE,2484,2484,2484,2484,85
86,COc1ccc(NS(=O)(=O)c2ccc(N)cc2)nn1,SULFAMETHOXYPYRIDAZINE,2516,2516,2516,2516,86
87,CC(=O)NS(=O)(=O)c1ccc(N)cc1,SULFACETAMIDE,2525,2525,2525,2525,87
88,CCCCCCCCCCCCC#CC#CCCCCCCCCC(=O)NCCO,,2605,2605,2605,2605,88
89,COc1ccc2[nH]c3ccc4cc[n+](CCN5CCC(CCCC6CCN(CC[n+]7ccc8ccc9[nH]c%10ccc(OC)cc%10c9c8c7)CC6)CC5)cc4c3c2c1,,2814,2814,2814,2814,89
90,COc1ccc2[nH]c3ccc4cc[n+](CCN5CCC(CCC6CCN(CC[n+]7ccc8ccc9[nH]c%10ccc(OC)cc%10c9c8c7)CC6)CC5)cc4c3c2c1,,2815,2815,2815,2815,90
91,COc1cc2ncnc(Nc3cccc(Cl)c3)c2cc1OC,TYRPHOSTIN AG-1478,2866,2866,2866,2866,91
92,CCCC(=O)Nc1ccc(Oc2cccc(OC)c2)cc1,,2893,2893,2893,2893,92
93,COc1ccc2[nH]c3ccc4cc[n+](CCN5CCC(CC6CCN(CC[n+]7ccc8ccc9[nH]c%10ccc(OC)cc%10c9c8c7)CC6)CC5)cc4c3c2c1,,2964,2964,2964,2964,93
94,Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1,GEMFIBROZIL,2994,2994,2994,2994,94
95,CCCCCCC[C@H]1OC(=O)C[C@@H](O)[C@H](Cc2ccccc2)N(C)C(=O)[C@H](CCSC)OC(=O)[C@H]1C,,3037,3037,3037,3037,95
96,NCCCC[C@H](N)C(=O)O,LYSINE,3059,3059,3059,3059,96
97,CC(=N)NCCCC[C@H](N)C(=O)O,L-NIL,3097,3097,3097,3097,97
98,COC(=O)[C@@H](N)CCCNC(=N)N[N+](=O)[O-],L-NAME,3098,3098,3098,3098,98
99,O=C1OC(=O)C2C3CCC(O3)C12,DEMETHYL-CANTHARIDIN,3133,3133,3133,3133,99
100,CCCCCCC[C@H]1OC(=O)C[C@@H](O)[C@H](Cc2ccccc2)N(C)C(=O)[C@H](C)OC(=O)[C@H]1C,,3148,3148,3148,3148,100
101,CCCCCCC[C@H]1OC(=O)C[C@@H](O)[C@H](Cc2ccccc2)N(C)C(=O)[C@H](CC(C)C)OC(=O)[C@H]1C,,3237,3237,3237,3237,101
102,CCCOC(=O)c1cc(O)c(O)c(O)c1,PROPYL GALLATE,3346,3346,3346,3346,102
103,COc1cc(OC)c(OC)cc1CC(C)N,,3485,3485,3485,3485,103
104,Nc1nc(O)c2nc(N)n(Cc3ccccc3)c2n1,,3505,3505,3505,3505,104
105,CCCCCCc1cc(OC)c(CC(C)N)cc1OC,,3534,3534,3534,3534,105
106,COc1cc(CC(C)N)c(OC)cc1O,,3620,3620,3620,3620,106
107,COc1ccc(OC)c(CC(C)N)c1,,3710,3710,3710,3710,107
108,C[C@](N)(Cc1ccc(O)c(O)c1)C(=O)O,METHYLDOPA,3730,3730,3730,3730,108
109,COc1ccc2[nH]c3c(O)nncc3c2c1,,3731,3731,3731,3731,109
110,O=C1C=CC(=O)C=C1,BENZOQUINONE,3765,3765,3765,3765,110
111,COc1ccc2[nH]c3c(cnn4cnnc34)c2c1,,3837,3837,3837,3837,111
112,NC(=O)CI,IODOACETAMIDE,3838,3838,3838,3838,112
113,CCN1C(=O)C=CC1=O,N-ETHYLMALEIMIDE,3889,3889,3889,3889,113
114,CC(C)[C@H](N)C(=O)N[C@@H](Cc1ccccc1)C(=O)O,MDL-28170,3891,3891,3891,3891,114
115,CC1=NN(CCOc2ccc3ccccc3c2)C(=O)C1,NAFAZATROM,3943,3943,3943,3943,115
116,CCCCCC(O)c1cccc(OCc2ccc3ccccc3n2)c1,REV-5901,3986,3986,3986,3986,116
117,C=C1CCOC1=O,TULIPALINE A,4120,4120,4120,4120,117
118,CCCN(CCC)C1CCc2cccc(O)c2C1,8-OH-DPAT,4149,4149,4149,523912,118
119,CCCCCCCC(=O)CC(=O)N[C@H]1CCOC1=O,,4200,4200,4200,4200,119
120,CCCCCCCCCC(=O)CC(=O)N[C@H]1CCOC1=O,,4228,4228,4228,4228,120
121,CCCCCCCCCCCC(=O)CC(=O)N[C@H]1CCOC1=O,,4229,4229,4229,4229,121
122,CCCCCCCCCCCC(=O)N[C@H]1CCOC1=O,,4353,4353,4353,4353,122
123,NCCc1ccc(O)c(O)c1,DOPAMINE,4584,4584,444077,444077,123
124,CCOC(=O)c1cc2c3ccccc3nc(O)n2n1,,4650,4650,4650,4650,124
125,CCOC(=N)c1ccccc1O,,4729,4729,4729,4729,125
126,NC(=O)NO,HYDROXYUREA,4730,4730,4730,4730,126
127,CCCCCCC(=O)O[C@H](CC=C(C)C)C1=CC(=O)c2c(O)ccc(O)c2C1=O,,4855,4855,4855,4855,127
128,NNC(=O)c1ccncc1,ISONIAZID,4941,4941,4941,4941,128
129,CCC(=O)O[C@H](CC=C(C)C)C1=CC(=O)c2c(O)ccc(O)c2C1=O,,4975,4975,4975,4975,129
130,CCCC(=O)O[C@H](CC=C(C)C)C1=CC(=O)c2c(O)ccc(O)c2C1=O,,5026,5026,5026,5026,130
131,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,THALIDOMIDE,5028,5028,5028,5028,131
132,CCCCC(=O)O[C@H](CC=C(C)C)C1=CC(=O)c2c(O)ccc(O)c2C1=O,,5145,5145,5145,5145,132
133,CCCCCC(=O)O[C@H](CC=C(C)C)C1=CC(=O)c2c(O)ccc(O)c2C1=O,,5148,5148,5148,5148,133
134,CCCCCCCCCC(=O)O[C@H](CC=C(C)C)C1=CC(=O)c2c(O)ccc(O)c2C1=O,,5175,5175,5175,5175,134
135,CCCCCCCCC(=O)O[C@H](CC=C(C)C)C1=CC(=O)c2c(O)ccc(O)c2C1=O,,5250,5250,5250,5250,135
136,CCCCCCCCCCCC(=O)O[C@H](CC=C(C)C)C1=CC(=O)c2c(O)ccc(O)c2C1=O,,5253,5253,5253,5253,136
137,CCCCCCCCCCCCCCCC(=O)O[C@H](CC=C(C)C)C1=CC(=O)c2c(O)ccc(O)c2C1=O,,5262,5262,5262,5262,137
138,CCCCCCCC(=O)O[C@H](CC=C(C)C)C1=CC(=O)c2c(O)ccc(O)c2C1=O,,5267,5267,5267,5267,138
139,COc1ccc(C(=O)c2cc(OC)c(OC)c(OC)c2)c(N)c1,,5284,5284,5284,5284,139
140,CCCCCCCCCCCCCCCCCC(=O)O[C@H](CC=C(C)C)C1=CC(=O)c2c(O)ccc(O)c2C1=O,,5303,5303,5303,5303,140
141,CCCCCCCCCCC(=O)O[C@H](CC=C(C)C)C1=CC(=O)c2c(O)ccc(O)c2C1=O,,5328,5328,5328,5328,141
142,CN(C)C=O,DIMETHYLFORMAMIDE,5404,5404,5404,5404,142
143,Nc1cccc(O)c1,3-AMINOPHENOL,5425,5425,375075,375075,143
144,CC[N+](CC)(CC)CC,TETRYLAMMONIUM,5467,5467,5467,5467,144
145,CC(=O)Nc1cccc(O)c1,METACETAMOL,5540,5540,5540,5540,145
146,COc1ccc(CCCN2CCC(COCc3ccc(Cl)c(Cl)c3)CC2)cc1,,5574,5574,5574,5574,146
147,CCCCCCC[N+](CC)(CC)CCCCc1ccc(Cl)cc1,CLOFILIUM,5583,5583,5583,5583,147
148,Cc1ccnc(NCCCCC(=O)NNC(=O)CC(CC(=O)O)c2cc(Cl)cc(Cl)c2)c1,,5584,5584,5584,5584,148
149,Cc1ccnc(NCCCCC(=O)NNC(=O)NC(CC(=O)O)c2cc(Cl)cc(Cl)c2)c1,,5590,5590,5590,5590,149
150,Cc1ccnc(NCCCC(=O)NCC(=O)NC(CC(=O)O)c2cccc(OC(F)(F)F)c2)c1,,5617,5617,5617,5617,150
151,CNC(=O)c1ccccc1,,5626,5626,5626,5626,151
152,COc1ccc(CCCN2CCC(CO)CC2)cc1,,5639,5639,5639,5639,152
153,COc1ccc(CCCN2CCC(COCC3CCCCC3)CC2)cc1,,5678,5678,5678,5678,153
154,COc1ccc(CCCN2CCC(COCc3ccccn3)CC2)cc1,,5679,5679,5679,5679,154
155,CNC=O,,5684,5684,5684,5684,155
156,NC=O,FORMAMIDE,5693,5693,5693,5693,156
157,COc1ccc(CCCN2CCC(COCc3ccc(Cl)cc3)CC2)cc1,,5785,5785,5785,5785,157
158,COc1ccc(CCCN2CCC(COCc3ccccc3)CC2)cc1,,5793,5793,5793,5793,158
159,Cc1ccnc(NCCCCC(=O)NCC(=O)NC(CC(=O)O)c2cc(Cl)cc(Cl)c2)c1,,5827,5827,5827,5827,159
160,CN(C)CCNC(=O)c1cccc2cccnc12,,5861,5861,5861,5861,160
161,CSc1ccc(NC2=NCCN2)cc1,,5960,5960,5960,5960,161
162,CCCOc1ccc(Cc2ccc(NC3=NCCN3)cc2)cc1,,6015,6015,6015,6015,162
163,Nc1ncnc2c1ncn2CCOCP(=O)(O)O,ADEFOVIR,6078,6078,6078,6078,163
164,CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OC1C(O)C(O)C(O)C(F)C1O)OC(=O)CCCCCCCCCCCCCCC,,6097,6097,6097,6097,164
165,CCCCOc1ccc(Cc2ccc(NC3=NCCN3)cc2)cc1,,6142,6142,6142,6142,165
166,CC(C)Oc1ccc(Cc2ccc(NC3=NCCN3)cc2)cc1,,6143,6143,6143,6143,166
167,OCCOc1ccc(Cc2ccc(NC3=NCCN3)cc2)cc1,,6146,6146,6146,6146,167
168,FC(F)(F)COc1ccc(Cc2ccc(NC3=NCCN3)cc2)cc1,,6147,6147,6147,6147,168
169,CCOc1ccc(Cc2ccc(NC3=NCCN3)cc2)cc1,,6168,6168,6168,6168,169
170,COc1ccc(Cc2ccc(NC3=NCCN3)cc2)cc1,,6242,6242,6242,6242,170
171,COCCOc1ccc(Cc2ccc(NC3=NCCN3)cc2)cc1,,6248,6248,6248,6248,171
172,CCCCCCOc1ccc(Cc2ccc(NC3=NCCN3)cc2)cc1,,6251,6251,6251,6251,172
173,CC(C)COc1ccc(Cc2ccc(NC3=NCCN3)cc2)cc1,,6252,6252,6252,6252,173
174,CCCCCCCN[C@H]1CCC[C@@H]1CCCCCCC(=O)O,,6334,6334,6334,6334,174
175,CCCCCCCOc1ccc(CC[C@@](C)(N)CO)cc1,,6353,6353,6353,6353,175
176,CCCCCCCOc1ccc(CC[C@](C)(N)CO)cc1,,6360,6325,6325,6325,176
177,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,CHLOROQUINE,6579,6579,6579,6579,177
178,CCN(CC)CC(=O)Nc1c(C)cccc1C,LIDOCAINE,6723,6723,6723,6723,178
179,COc1ccc(CCCc2cc(OC)c(OC)c(OC)c2)cc1O,,6971,6971,6971,6971,179
180,COc1ccc(Cc2cc(OC)c(OC)c(OC)c2)cc1O,,6972,6972,6972,6972,180
181,COc1ccc(CCc2cc(OC)c(OC)c(OC)c2)cc1O,,7071,7071,7071,7071,181
182,CC(C)(C)NCC(O)COc1ccc(O)c(O)c1,,7431,7431,7431,7431,182
183,CC(C)(C)NCC(O)COc1ccc(O)c(O)c1F,,7438,7438,7438,7438,183
184,C[C@H](NC(=O)[C@@H](N)Cc1ccccc1)C(=O)O,,7461,7461,7461,7461,184
185,CC(C)(C)NCC(O)COc1cc(O)c(O)cc1F,,7531,7531,7531,7531,185
186,N[C@@H](Cc1ccccc1)C(=O)CCC(=O)O,,7564,7564,7564,7564,186
187,N[C@@H](Cc1ccccc1)C(=O)NCC(=O)O,,7728,7728,7728,7728,187
188,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,METOCLOPRAMIDE,7736,7736,7736,7736,188
189,CC[C@H](C)[C@H](NC(=O)[C@@H](NC(=O)[C@H](CCCCN)NC(=O)[C@@H](N)CO)C(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N1CCC[C@H]1C(=O)O,,7819,7819,7819,7819,189
190,Oc1c(I)cc(Cl)c2cccnc12,CLIOQUINOL,8193,8193,8193,8193,190
191,CN1C(=O)c2c(F)c(F)c(F)c(F)c2C1=O,,8337,8337,8337,8337,191
192,Cc1ccc(NC2=C(Cl)C(=O)c3ccncc3C2=O)cc1,,8437,8437,8437,8437,192
193,CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,CHLORPROPAMIDE,8516,8516,8516,8516,193
194,CCOc1ccc(NC2=C(Cl)C(=O)c3cccnc3C2=O)cc1,,8529,8529,8529,8529,194
195,CC(C)NCC(O)COc1cccc2[nH]ccc12,PINDOLOL,8543,8543,8543,8543,195
196,COc1ccc(NC2=C(Cl)C(=O)c3cccnc3C2=O)cc1,,8570,8570,8570,8570,196
197,COc1ccc(NC2=C(Cl)C(=O)c3ccncc3C2=O)cc1,,8586,8586,8586,8586,197
198,CCc1ccc(NC2=C(Cl)C(=O)c3cccnc3C2=O)cc1,,8590,8590,8590,8590,198
199,Cc1ccc(NC2=C(Cl)C(=O)c3cccnc3C2=O)cc1,,8600,8600,8600,8600,199
200,CCOc1ccc(NC2=C(Cl)C(=O)c3ccncc3C2=O)cc1,,8650,8650,8650,8650,200
201,CCc1ccc(NC2=C(Cl)C(=O)c3ccncc3C2=O)cc1,,8657,8657,8657,8657,201
202,Cn1cc(NC(=O)c2cc(NC(=O)c3cc(NC=O)cn3C)cn2C)cc1C(=O)NCCC(=N)N,STALLIMYCIN,8667,8667,168474,168474,202
203,Nc1ncnc2c1ncn2CC(O)CO,,8675,8675,8675,8675,203
204,CC(=N)NCCC[C@H](N)C(=O)O,L-NIO,8692,8692,8692,8692,204
205,COC(=O)c1ccc([N+](=O)[O-])n1C,,8762,8762,8762,8762,205
206,COC(=O)c1cn(C)cc1[N+](=O)[O-],,8783,8783,8783,8783,206
207,NNc1nncc2ccccc12,HYDRALAZINE,8788,8788,543263,543263,207
208,NC(CCCCCP(=O)(O)O)C(=O)O,AP-7,8875,8875,8875,8875,208
209,CC1=CC(=O)c2c(O)ccc(O)c2C1=O,,8907,8907,8907,8907,209
210,NCCc1c[nH]cn1,HISTAMINE,8910,8910,957194,957194,210
211,NCCc1ccc(O)cc1,TYRAMINE,9060,9060,704770,704770,211
212,CCCN(CCC)C1CCc2c(O)cccc2C1,5-OH-DPAT,9128,9128,9128,9128,212
213,CCOC(=O)CCC(NC(=O)c1ccc(NCc2cnc3nc(N)nc(N)c3c2)cc1)C(=O)OCC,,9221,9221,9221,9221,213
214,N[C@@H](CC(=O)O)C(=O)O,ASPARTIC ACID,9311,9311,253132,253132,214
215,CC(N)C(=O)O,ALANINE,9400,9400,9400,9400,215
216,N[C@@H](CO)C(=O)O,SERINE,9413,9413,9413,9413,216
217,COC(=O)C1Cc2c([nH]c3ccccc23)C(C)N1,,9770,9770,9770,9770,217
218,CN1CCCN(C)C1=S,,9874,9874,9874,9874,218
219,CC(=O)Nc1cccnc1,,9881,9881,9881,9881,219
220,c1ccc2cnccc2c1,ISOQUINOLINE,9887,9887,9887,9887,220
221,Cc1cccc(C[N+](C)(CCCl)CCCl)c1[N+](=O)[O-],,9916,9916,9916,9916,221
222,C[N+](CCCl)(CCCl)Cc1ccccc1[N+](=O)[O-],,9942,9942,9942,9942,222
223,C[N+](CCBr)(CCBr)Cc1ccccc1[N+](=O)[O-],,9943,9943,9943,9943,223
224,CNC(=O)c1cccnc1,NICOTINYL METHYLAMIDE,9951,9951,9951,9951,224
225,CC(=O)Nc1ccccn1,,9952,9952,9952,9952,225
226,CC(=O)Nc1ccccc1,ACETANILIDE,9953,9953,9953,9953,226
227,O=C1CCCCCN1,CAPROLACTAM,9969,9969,9969,9969,227
228,CCN1CCCCCC1=O,,9985,9985,9985,9985,228
229,CN1CCCCCC1=O,,9986,9986,9986,9986,229
230,CN(C)CCc1c[nH]c2ccccc12,"N,N-DIMETHYLTRYPTAMINE",9988,9988,9988,9988,230
231,CN(C)CCc1c[nH]c2ccc(O)cc12,BUFOTENINE,9989,9989,9989,9989,231
232,C[S+](C)[O-],DIMETHYL SULFOXIDE,10009,10009,10009,10009,232
233,S=C1NCCN1,ETHYLENE THIOUREA,10010,10010,1323609,1323609,233
234,CN1CCN(C)C1=O,,10012,10012,10012,10012,234
235,CC(=O)N1CCCCC1,,10013,10013,10013,10013,235
236,COc1cccc(C[N+](C)(CCCl)CCCl)c1[N+](=O)[O-],,10020,10020,10020,10020,236
237,CN1CCCCN(C)C1=O,,10029,10029,10029,10029,237
238,SC1=NCCCCN1,,10041,10041,10041,10041,238
239,CCN1CCN(CC)C1=O,,10045,10045,10045,10045,239
240,O=C1NCCN1,,10050,10050,10050,10050,240
241,CN(C)C(=S)N(C)C,,10052,10052,10052,10052,241
242,CN(C)C(=O)N(C)C,,10053,10053,10053,10053,242
243,CCN(CC)C(=S)N(CC)CC,,10056,10056,10056,10056,243
244,CNC(=O)c1ccccn1,,10061,10061,10061,10061,244
245,CC(=O)Nc1ccncc1,,10063,10063,10063,10063,245
246,CCN1CCCCC1=O,,10064,10064,10064,10064,246
247,CN1CCCCC1=O,,10065,10065,10065,10065,247
248,CCN(CC)C(=O)N(CC)CC,,10069,10069,10069,10069,248
249,CN1CCN(C)C1=S,,10082,10082,10082,10082,249
250,CCN1CCCN(CC)C1=O,,10093,10093,10093,10093,250
251,CCN1CCN(CC)C1=S,,10094,10094,10094,10094,251
252,CCN1CCCN(CC)C1=S,,10095,10095,10095,10095,252
253,CC(C)NC[C@@H](O)COc1cccc2ccccc12,DEXPROPRANOLOL,10099,10099,10099,10099,253
254,SC1=NCCCN1,,10107,10107,10107,10107,254
255,CN1CCCN(C)C1=O,,10117,10117,10117,10117,255
256,CCCCN1CCCN(CCCC)C1=O,,10153,10153,10153,10153,256
257,O=C1NCCCN1,,10156,10156,10156,10156,257
258,CN1CCCNC1=O,,10157,10157,10157,10157,258
259,CCN1CCCCN(CC)C1=O,,10159,10159,10159,10159,259
260,CC(=O)N1CCCC1,,10160,10160,10160,10160,260
261,CN1CCCCN(C)C1=S,,10177,10177,10177,10177,261
262,CC(=O)N1CCCCCC1=O,,10178,10178,10178,10178,262
263,CC(=O)N1CCCCC1=O,,10179,10179,10179,10179,263
264,O=C1NCCCCN1,,10183,10183,10183,10183,264
265,CC(=O)NC1CCCCC1,,10191,10191,10191,10191,265
266,CNC(=O)NS(=O)(=O)c1cc(CCNC(=O)c2cc(Cl)ccc2OC)ccc1OC,,10248,10248,10248,10248,266
267,CC(Cl)CN(C)CC(C)Cl,,10251,10251,10251,10251,267
268,CC[N+](C)(CC)Cc1ccccc1[N+](=O)[O-],,10271,10271,10271,10271,268
269,CN(CCBr)CCBr,,10272,10272,10272,10272,269
270,O=C1CCCCN1,,10273,10273,10273,10273,270
271,CC(=O)N1CCCC1=O,,10274,10274,10274,10274,271
272,CCN1CCCC1=O,,10275,10275,10275,10275,272
273,CN1CCCC1=O,,10276,10276,10276,10276,273
274,O=C1CCCN1,2-PYRROLIDONE,10290,10290,10290,10290,274
275,CNC(=O)NS(=O)(=O)c1ccc(CCNC(=O)c2cc(Cl)ccc2OC)cc1,GLICONDAMIDE,10297,10297,10297,10297,275
276,CNC(=O)NS(=O)(=O)c1cc(CCNC(=O)c2cc(Cl)ccc2OC)c(OC)cc1OC,,10330,10330,10330,10330,276
277,C[C@H](N)Cc1c[nH]cn1,,10352,10352,10352,10352,277
278,C[C@@H](N)Cc1c[nH]cn1,,10383,10383,10383,10383,278
279,CNCCc1cnc[nH]1,,10385,10385,10385,10385,279
